ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,city,postalcode,country,territory,contactlastname,contactfirstname,dealsize,year,month,quarter
10103,0.639344262295082,0.6667122538293215,0.3529411764705882,0.3903952103010601,2003-01-29,SHIPPED,1,1,2003,TRUCKS AND BUSES,0.1712707182320442,S32_3522,BAANE MINI IMPORTS,07-98 9555,ERLING SKAKKES GATE 78,STAVERN,4110,NORWAY,EMEA,BERGULFSEN,JONAS,MEDIUM,2003,1,1
10103,0.34426229508196726,1.0,0.4117647058823529,0.38927663384662675,2003-01-29,SHIPPED,1,1,2003,TRUCKS AND BUSES,0.569060773480663,S12_1666,BAANE MINI IMPORTS,07-98 9555,ERLING SKAKKES GATE 78,STAVERN,4110,NORWAY,EMEA,BERGULFSEN,JONAS,MEDIUM,2003,1,1
10103,0.4098360655737705,1.0,0.1176470588235294,0.36646809818615544,2003-01-29,SHIPPED,1,1,2003,TRUCKS AND BUSES,0.34806629834254144,S32_1268,BAANE MINI IMPORTS,07-98 9555,ERLING SKAKKES GATE 78,STAVERN,4110,NORWAY,EMEA,BERGULFSEN,JONAS,MEDIUM,2003,1,1
10103,0.5901639344262295,1.0,0.1764705882352941,0.656997283743556,2003-01-29,SHIPPED,1,1,2003,CLASSIC CARS,0.6298342541436464,S10_4962,BAANE MINI IMPORTS,07-98 9555,ERLING SKAKKES GATE 78,STAVERN,4110,NORWAY,EMEA,BERGULFSEN,JONAS,MEDIUM,2003,1,1
10103,0.34426229508196726,0.7684628008752734,0.6470588235294117,0.23530999736058722,2003-01-29,SHIPPED,1,1,2003,VINTAGE CARS,0.37569060773480667,S18_2949,BAANE MINI IMPORTS,07-98 9555,ERLING SKAKKES GATE 78,STAVERN,4110,NORWAY,EMEA,BERGULFSEN,JONAS,SMALL,2003,1,1
10103,0.3114754098360656,1.0,0.8235294117647058,0.31951862456524865,2003-01-29,SHIPPED,1,1,2003,VINTAGE CARS,0.35359116022099446,S24_4258,BAANE MINI IMPORTS,07-98 9555,ERLING SKAKKES GATE 78,STAVERN,4110,NORWAY,EMEA,BERGULFSEN,JONAS,SMALL,2003,1,1
10103,0.5901639344262295,1.0,0.2941176470588235,0.5317167208470176,2003-01-29,SHIPPED,1,1,2003,CLASSIC CARS,0.37569060773480667,S700_2824,BAANE MINI IMPORTS,07-98 9555,ERLING SKAKKES GATE 78,STAVERN,4110,NORWAY,EMEA,BERGULFSEN,JONAS,MEDIUM,2003,1,1
10104,0.3278688524590164,1.0,0.23529411764705882,0.326016257446318,2003-01-31,SHIPPED,1,1,2003,CLASSIC CARS,0.4696132596685083,S24_4048,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,SMALL,2003,1,1
10104,0.7049180327868853,0.5332330415754925,0.1764705882352941,0.366911786815632,2003-01-31,SHIPPED,1,1,2003,TRAINS,0.16022099447513816,S32_3207,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,MEDIUM,2003,1,1
10104,0.29508196721311475,1.0,0.4117647058823529,0.39768800804519744,2003-01-31,SHIPPED,1,1,2003,CLASSIC CARS,0.718232044198895,S18_2238,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,MEDIUM,2003,1,1
10104,0.47540983606557385,0.28364332603938724,0.5882352941176471,0.15830730115031624,2003-01-31,SHIPPED,1,1,2003,TRUCKS AND BUSES,0.11602209944751385,S32_2509,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,SMALL,2003,1,1
10104,0.5245901639344263,1.0,0.1176470588235294,0.6503472999475459,2003-01-31,SHIPPED,1,1,2003,CLASSIC CARS,0.6077348066298343,S18_4027,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,MEDIUM,2003,1,1
10104,0.27868852459016397,1.0,0.7058823529411764,0.5445689905749577,2003-01-31,SHIPPED,1,1,2003,CLASSIC CARS,0.7513812154696132,S18_3232,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,MEDIUM,2003,1,1
10104,0.3770491803278689,1.0,0.6470588235294117,0.4397435426265165,2003-01-31,SHIPPED,1,1,2003,TRUCKS AND BUSES,0.4917127071823204,S18_2319,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,MEDIUM,2003,1,1
10104,0.4426229508196722,1.0,0.3529411764705882,0.4307401381181321,2003-01-31,SHIPPED,1,1,2003,TRUCKS AND BUSES,0.4530386740331491,S50_1392,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,MEDIUM,2003,1,1
10104,0.5737704918032788,1.0,0.47058823529411764,0.5524257539866827,2003-01-31,SHIPPED,1,1,2003,TRUCKS AND BUSES,0.4696132596685083,S12_4473,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,MEDIUM,2003,1,1
10104,0.42622950819672134,0.3614606126914661,0.058823529411764705,0.16354870718889175,2003-01-31,SHIPPED,1,1,2003,TRAINS,0.13812154696132595,S50_1514,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,SMALL,2003,1,1
10104,0.47540983606557385,0.39127461706783373,0.2941176470588235,0.19511875686999058,2003-01-31,SHIPPED,1,1,2003,CLASSIC CARS,0.13259668508287292,S24_1444,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,SMALL,2003,1,1
10104,0.459016393442623,1.0,0.0,0.7318684035561911,2003-01-31,SHIPPED,1,1,2003,CLASSIC CARS,0.6519337016574586,S12_3148,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,MEDIUM,2003,1,1
10104,0.6229508196721312,0.17396061269146612,0.5294117647058824,0.16842393646699566,2003-01-31,SHIPPED,1,1,2003,CLASSIC CARS,0.011049723756906105,S24_2840,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ MORALZARZAL, 86",MADRID,28034,SPAIN,EMEA,FREYRE,DIEGO,SMALL,2003,1,1
10105,0.5737704918032788,0.7606673960612691,0.5294117647058824,0.3876087922514859,2003-02-11,SHIPPED,1,2,2003,VINTAGE CARS,0.2983425414364641,S18_4522,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,MEDIUM,2003,2,1
10105,0.5409836065573771,0.7420678336980306,0.2941176470588235,0.35846967515176625,2003-02-11,SHIPPED,1,2,2003,SHIPS,0.37016574585635353,S700_3505,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,MEDIUM,2003,2,1
10105,0.26229508196721313,1.0,0.5882352941176471,0.34518307167509166,2003-02-11,SHIPPED,1,2,2003,VINTAGE CARS,0.569060773480663,S18_3140,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,MEDIUM,2003,2,1
10105,0.4098360655737705,0.5318654266958424,0.1176470588235294,0.2080445292323318,2003-02-11,SHIPPED,1,2,2003,SHIPS,0.2154696132596685,S700_2610,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,SMALL,2003,2,1
10105,0.7213114754098361,1.0,0.058823529411764705,0.898853024800457,2003-02-11,SHIPPED,1,2,2003,CLASSIC CARS,0.569060773480663,S10_4757,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,LARGE,2003,2,1
10105,0.5737704918032788,1.0,0.8235294117647058,1.0,2003-02-11,SHIPPED,1,2,2003,CLASSIC CARS,0.9613259668508286,S12_1108,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,LARGE,2003,2,1
10105,0.5245901639344263,1.0,0.7058823529411764,0.5142471492671454,2003-02-11,SHIPPED,1,2,2003,TRAINS,0.37016574585635353,S18_3259,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,MEDIUM,2003,2,1
10105,0.26229508196721313,1.0,0.3529411764705882,0.2771784343270667,2003-02-11,SHIPPED,1,2,2003,SHIPS,0.3646408839779005,S700_3962,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,SMALL,2003,2,1
10105,0.3114754098360656,0.40891684901531733,0.4117647058823529,0.1252712080157964,2003-02-11,SHIPPED,1,2,2003,SHIPS,0.11602209944751385,S72_3212,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,SMALL,2003,2,1
10105,0.5737704918032788,0.5988785557986871,0.23529411764705882,0.3227888235903364,2003-02-11,SHIPPED,1,2,2003,SHIPS,0.18232044198895025,S700_1138,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,SMALL,2003,2,1
10105,0.6065573770491803,1.0,0.47058823529411764,0.7830142093956414,2003-02-11,SHIPPED,1,2,2003,SHIPS,0.4917127071823204,S24_2011,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,MEDIUM,2003,2,1
10105,0.3770491803278689,1.0,0.7647058823529411,0.5457797794252762,2003-02-11,SHIPPED,1,2,2003,CLASSIC CARS,0.7734806629834254,S12_3891,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,MEDIUM,2003,2,1
10105,0.3770491803278689,0.5917669584245078,0.6470588235294117,0.20744047121870707,2003-02-11,SHIPPED,1,2,2003,SHIPS,0.2928176795580111,S700_1938,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,SMALL,2003,2,1
10105,0.6229508196721312,0.625,0.1764705882352941,0.3623532870712207,2003-02-11,SHIPPED,1,2,2003,VINTAGE CARS,0.30386740331491713,S24_3151,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,MEDIUM,2003,2,1
10105,0.7213114754098361,0.7219638949671772,0.0,0.46792712547902005,2003-02-11,SHIPPED,1,2,2003,VINTAGE CARS,0.27624309392265195,S24_3816,DANISH WHOLESALE IMPORTS,31 12 3555,VINB'LTET 34,KOBENHAVN,1734,DENMARK,EMEA,PETERSEN,JYTTE,MEDIUM,2003,2,1
10106,0.6885245901639344,0.3522975929978118,0.8235294117647058,0.27324136594622944,2003-02-17,SHIPPED,1,2,2003,PLANES,0.08839779005524862,S72_1253,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,SMALL,2003,2,1
10106,0.459016393442623,0.8685722100656454,0.058823529411764705,0.34628160195650654,2003-02-17,SHIPPED,1,2,2003,PLANES,0.281767955801105,S18_2581,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.4098360655737705,0.3517505470459519,0.7647058823529411,0.1534828555105259,2003-02-17,SHIPPED,1,2,2003,VINTAGE CARS,0.17679558011049723,S24_3420,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,SMALL,2003,2,1
10106,0.7213114754098361,0.5190098468271335,0.5882352941176471,0.3687653896140778,2003-02-17,SHIPPED,1,2,2003,PLANES,0.19337016574585636,S24_3949,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.36065573770491804,0.8445021881838073,0.1764705882352941,0.26721682274839714,2003-02-17,SHIPPED,1,2,2003,PLANES,0.419889502762431,S24_1785,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,SMALL,2003,2,1
10106,0.5737704918032788,1.0,0.9411764705882353,0.5736853886785896,2003-02-17,SHIPPED,1,2,2003,VINTAGE CARS,0.39779005524861877,S18_3856,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.5409836065573771,0.18148249452954046,0.2941176470588235,0.14482959082419838,2003-02-17,SHIPPED,1,2,2003,VINTAGE CARS,0.05524861878453041,S50_1341,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,SMALL,2003,2,1
10106,0.4426229508196722,0.6296498905908097,0.23529411764705882,0.2571563167161696,2003-02-17,SHIPPED,1,2,2003,VINTAGE CARS,0.19337016574585636,S32_4289,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,SMALL,2003,2,1
10106,0.7049180327868853,0.6537199124726478,0.7058823529411764,0.4246033363513961,2003-02-17,SHIPPED,1,2,2003,PLANES,0.19337016574585636,S24_2841,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.6885245901639344,0.47264770240700216,0.5294117647058824,0.3296913891663799,2003-02-17,SHIPPED,1,2,2003,PLANES,0.22651933701657456,S700_4002,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,SMALL,2003,2,1
10106,0.3278688524590164,0.5043763676148796,0.1176470588235294,0.15711254923841247,2003-02-17,SHIPPED,1,2,2003,PLANES,0.2154696132596685,S24_4278,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,SMALL,2003,2,1
10106,0.4918032786885246,1.0,0.6470588235294117,0.6411126962436813,2003-02-17,SHIPPED,1,2,2003,PLANES,0.6850828729281768,S18_1662,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.5737704918032788,0.773522975929978,1.0,0.3927593223057108,2003-02-17,SHIPPED,1,2,2003,SHIPS,0.2928176795580111,S18_3029,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.459016393442623,1.0,0.47058823529411764,0.4385207260723868,2003-02-17,SHIPPED,1,2,2003,PLANES,0.3646408839779005,S700_2466,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.42622950819672134,1.0,0.0,0.4683360674085978,2003-02-17,SHIPPED,1,2,2003,PLANES,0.4696132596685083,S700_2834,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.3934426229508197,1.0,0.8823529411764706,0.3601856275621515,2003-02-17,SHIPPED,1,2,2003,SHIPS,0.3149171270718232,S700_2047,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.4098360655737705,1.0,0.3529411764705882,0.3783167228516349,2003-02-17,SHIPPED,1,2,2003,PLANES,0.3204419889502762,S700_1691,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10106,0.6229508196721312,0.6498905908096282,0.4117647058823529,0.3730552706400409,2003-02-17,SHIPPED,1,2,2003,PLANES,0.2596685082872928,S700_3167,ROVELLI GIFTS,035-640555,VIA LUDOVICO IL MORO 22,BERGAMO,24100,ITALY,EMEA,ROVELLI,GIOVANNI,MEDIUM,2003,2,1
10107,0.34426229508196726,1.0,0.1764705882352941,0.7461746890337411,2003-02-24,SHIPPED,1,2,2003,MOTORCYCLES,0.8839779005524863,S10_4698,LAND OF TOYS INC.,2125557818,897 LONG AIRPORT AVENUE,NYC,10022,USA,DESCONOCIDO,YU,KWAI,MEDIUM,2003,2,1
10107,0.2295081967213115,0.9028993435448578,0.4117647058823529,0.1838728538066012,2003-02-24,SHIPPED,1,2,2003,MOTORCYCLES,0.3646408839779005,S32_1374,LAND OF TOYS INC.,2125557818,897 LONG AIRPORT AVENUE,NYC,10022,USA,DESCONOCIDO,YU,KWAI,SMALL,2003,2,1
10107,0.3114754098360656,1.0,0.1176470588235294,0.31587690313355093,2003-02-24,SHIPPED,1,2,2003,MOTORCYCLES,0.43646408839779005,S24_1578,LAND OF TOYS INC.,2125557818,897 LONG AIRPORT AVENUE,NYC,10022,USA,DESCONOCIDO,YU,KWAI,SMALL,2003,2,1
10107,0.2459016393442623,1.0,0.0,0.3413823172707804,2003-02-24,SHIPPED,1,2,2003,MOTORCYCLES,0.6464088397790055,S12_2823,LAND OF TOYS INC.,2125557818,897 LONG AIRPORT AVENUE,NYC,10022,USA,DESCONOCIDO,YU,KWAI,MEDIUM,2003,2,1
10107,0.5409836065573771,0.9987691466083151,0.23529411764705882,0.4562990087167442,2003-02-24,SHIPPED,1,2,2003,MOTORCYCLES,0.4696132596685083,S10_2016,LAND OF TOYS INC.,2125557818,897 LONG AIRPORT AVENUE,NYC,10022,USA,DESCONOCIDO,YU,KWAI,MEDIUM,2003,2,1
10107,0.5245901639344263,0.7679157549234137,0.3529411764705882,0.3572241396015489,2003-02-24,SHIPPED,1,2,2003,MOTORCYCLES,0.23756906077348067,S24_2000,LAND OF TOYS INC.,2125557818,897 LONG AIRPORT AVENUE,NYC,10022,USA,DESCONOCIDO,YU,KWAI,MEDIUM,2003,2,1
10107,0.3770491803278689,0.601613785557987,0.2941176470588235,0.210230898502885,2003-02-24,SHIPPED,1,2,2003,MOTORCYCLES,0.14917127071823205,S18_2625,LAND OF TOYS INC.,2125557818,897 LONG AIRPORT AVENUE,NYC,10022,USA,DESCONOCIDO,YU,KWAI,SMALL,2003,2,1
10107,0.3934426229508197,0.9411925601750548,0.058823529411764705,0.319251342258335,2003-02-24,SHIPPED,1,2,2003,MOTORCYCLES,0.3425414364640884,S10_1678,LAND OF TOYS INC.,2125557818,897 LONG AIRPORT AVENUE,NYC,10022,USA,DESCONOCIDO,YU,KWAI,SMALL,2003,2,1
10108,0.639344262295082,1.0,0.1764705882352941,0.7548346357777415,2003-03-03,SHIPPED,1,3,2003,CLASSIC CARS,0.4640883977900553,S12_3380,CRUZ & SONS CO.,+63 2 555 3587,15 MCCALLUM STREET - NATWEST CENTER #13-03,MAKATI CITY,1227 MM,PHILIPPINES,JAPAN,CRUZ,ARNOLD,MEDIUM,2003,3,1
10108,0.5409836065573771,0.8547592997811815,0.3529411764705882,0.40141659622664205,2003-03-03,SHIPPED,1,3,2003,CLASSIC CARS,0.2541436464088398,S12_3990,CRUZ & SONS CO.,+63 2 555 3587,15 MCCALLUM STREET - NATWEST CENTER #13-03,MAKATI CITY,1227 MM,PHILIPPINES,JAPAN,CRUZ,ARNOLD,MEDIUM,2003,3,1
10108,0.4918032786885246,1.0,0.1176470588235294,0.43418807987731745,2003-03-03,SHIPPED,1,3,2003,CLASSIC CARS,0.4530386740331491,S12_4675,CRUZ & SONS CO.,+63 2 555 3587,15 MCCALLUM STREET - NATWEST CENTER #13-03,MAKATI CITY,1227 MM,PHILIPPINES,JAPAN,CRUZ,ARNOLD,MEDIUM,2003,3,1
